contract,amount_erg,amount_usd,address
 ,247.642,362.547888,42gNKewDz89wkqCb8VJvPNFx7G54mjCkxxkKB7wGggb8oko7kY2hxBSvBP5viG5huFhbjacxeuNCCAMTSGTwRwQDkTdXY3gGLnW6K7jznbsM4hKuGs3PVuNUSovQWNhwjEUXTWkdSFc1Uj1ewCpyiZjN8zHAFpjEBhfbhaUDcHvkzamKf2xAdhC8AEXKXawVz9HwpsYvqapTKJj1oF1M82oS1F3ApxMjm33CYVeCWFUYvH95QxZHfK8magXnLhL1t5QdVPSQjad2XWc1wRXqNeGzDNAmKqpXjRAcnCF1wGQAcXhzEzfoJL5nzzmkS4wxMkbck5AHmGjqCfP8XEwD2beh2xSccKqF6q6WhSrTLHdRwTuyr1pbvxUsGd3FTip24nnGXpb8PmuHX6EcP8mJ4igjDZ9Hx9SXoNM1NosW2RtpEpTTDzvKWWPBugh427BTXEJCxPe7r1HirnqEewiPwqxw9ZA8LAJvDFRa13coswoj4rGafQ9M7Cz4LyyYmZH9khipHWzW62JtPKJGHZKiKhC1zL1jpHuRAv22n8rhFWs867ufrzQ9ceSp8anbaiZxwDNtZpjCWexSenVFVNoDFVrxJWowHbPcPmsobYkiFZCwo5dXFQt1J2qz88nZcsxdqyLAAn1ELGsdpx9Eo6Yy1YLpNygxAvFr571ajQzLGqcTV5SKmY6McXvxyf1UVeiETczQBFmBCz9DiQ5doFRgQ7C77cWbFMEWPQTaPgi2zrqUwPo679DwQckNgvgqp3ncyCUrSfmAbWF9NcVrfAD9nrRuADKK4mSR1PnftpsxArA6XShdbBgSvwqdjhvP2DR3cdZbLv5YTL3YbQjGymgzx9n6HNjxpwmdMLMWD81SgHEC8Kq3nqWJ8ZtsRZnXCkovfQmsu5mfBA5s8eF6L7d3SGfjtLjm2fgKq5BzfJoH92FJaB7Px9QA8aFyPQN7nfr9DdaaTXJg8G32KjizLAScqPJHVhKwEiR813k3tWH9eGi83aJqS4u2KsqrDUHxEzwHVPeLS7fNveXaL8iz3NU
 ,231.075,338.2938,4ReSd69SwrHpRYhrU6RBk3ZHaCoYtufnFaygXNKD7gwAnWg5yBqHYy5kg7nTN6bpMgs7kHgqWYYgf4GJs7gTSX3WF3eSLAA3te48rxQchtAJdapuGoyM614kuAbyqQdHBQrYprv1WzHFNmq5dh2hHCQwd3Ms3LNvUARYY2zwW16kpkm7PTUKJV4zMfGMxwaB5gAWWDTs8Pi6S2HoGdtKjEnYotz8NvvwsYTLJbmow19dV82SpNktyht2vDJBLBavQqU2uJRfX7fM49QBVb2x3ENatD6snxU7q2rvo84QGKoov9WkrW2VMBwQyPxBBDjHGpHEwdRV2DbbfLhpWfPQhY9QoSvH1VzeBaeLPM4EF9onjptVmjF6zLcjyopuArondqrfxc72WnuKiNpWdsEPjTQSNtJzzLKW2rhM4m5SZEnZU89rZN6tmDarULAmqNwZRhWGZcrfq76Mw3Pb57bhHeiBcyyR58Hmfd5r6iEN5QXwdNfTtVk2CfHqmQB1qXDxQfvAENhQAgvuREhrBcG1v1EQVs5ZmaDzbMja6yiJZipZVFmv97vNU3uX2R8PzYcpQgpKUPM6KZFHaA8ooYnFS92rK9Ma8kVGinFmw1WUkQbxUUpL9fvGASgRScmr2N9mdPSmc4ECkyQ94bpkA2wZuzErt9kpNWBL2WQJD5rsWXSQFp3n7EFZDxHVnVSGAArTDiP7nhVJXq3ZVwhbmwkB1zaHHSVH9ojeNkbce768oBnDkHVQtJADRJoRi9hoxWCVC9DamBvyKLa6kyDXyEMVa7JK5SgWBvrMwi2NCsXzbSTCSSQxgY3oPbf4jJDpD7PKrds5NqyznG4eqLGPENZwAHR4iqdiUkxMiNdxZkebgwRtBsQwqoMXxB3cU1Uqy9o1hWU3dqMefcDddqrY6vFYewTDpGL5ZNduUadBCcafXiDKpDhMK4jLVxQxwdCWwBETvbX32BxiCCV8o2qYmruCysNCCv18fkHKxpax8QweP9
 ,210.582,308.292048,nB3L2PD3LSRBnqR67yQfE5ZFAez3ySUzwouks1yjB696YSzRZ3D9BdFDntw4DAfp7yXKXykxAYE9sSBXmv9PRH1znnAWZAwzb6NDK4pn1S7LTU3omgYnuabg7VkiFxqqdY3bqw7UXeHB4
 ,203.667,298.168488,j2KbCd42WuTpMz8UGESsz7cczwgbDrzuPPNqwcnqmCgd4wFmko18DGQwCLUmB1Td1WE7bgHovNwFHaXWpkxSXJWTqj7MzhPjrgjeEoXDeunHQQZM4pfJGsrNtiaf3en7Xo2JJF3JFBFgiNHcV1tWDAxEGKVVT6SyNuPxfuRbFtpXk9r6w6konn6kSSjXBeVoHVi693k74dfdgbdHMt9ecNESxUBNoLZQkbpYufTjYmdqiq4o88TjdRq5q2HpLZ9MgDFUDb7RybN95FxVkYephkZntw28q3ce4NZtaz3aEXGdHAhEgGqDfFrG6UawD6EDAaSiux3kNF2FEFwgL5i5MGY3EckKLnWPXW1BXXjyi3wpGMwLtELX1gYD2NUkk4tnt7NMtGh2Lf8iw2pPpLzgDjwAJb7g2XNFn2YsBXKUrbvnpDzaJehb
 ,200.007,292.810248,C6jFLuMPnNz33CV7duBCPZLt7KWeYkobStVpFNVPg3sKqQf1kHXQFnX7AL9VyY6YpCY5mfBGUc3cHL6RCAoExXVsSM5D1TNjVHiSnxBC5H1BRcTx7ojihvwkCLHm9XzSeo2gADUX3o2vofdW4JhA46suZavzNywTfzfuvSG7bRTgKrP7xLUVLHmfU9jG4HJJrnKutFFJndeJTTPB4WGqFLtT6fe9AP4bB9kmYY9vmv9cYfcVkxKrcXFeHuyQ3UtuK729E7kNT3vENEQjJzPUtsBo2cHNhKQ5FzDvQTPspUAFV7HpC5vCAHMPBaXRreEdhzkYphcwrLt9Hy8LDrvRLXvMYmgYyNjDjU48b4mJmfLiKtxLNoEFtMU3yisHNMrT7TYob6GearAx1uCjVimRBPhzm1GwWK11SVe6W6eUC6iRZmAuL2qnSnPG53Z3h5nXPFsXUCQnZvZV8MsFAiUSxrSHXWWYzZkxia5VBdfAJx7LHRzktNexoEnDQVScGnFDb8LJCxSUtN2U5K9bb2YUyDHRzTPDmePQgDYc4QNBWA9qNC1B5EDV62ckVbFCbo9TAngJxb3bHwND3r5PqkyJJRdiXHMPEGmwCZsEAyoag2PipuwtxZqUbTbnAMbsarkezpxB8AVfDW9Jxo8tffG6sCpLz4YdN7vFPFwB9WVbYT4pxPcAke7sADvMD8JKuhDz
 ,180.007,263.530248,2FamCWNa1rUWphGKrF6FMgtRWfZgjU2V7sMNE7aJQfSuezdViHmCiy5E741ZWqcaLn1DSj6VDNzJ137bWYbkFhAkFBKzd37kD2eCM7scDiLgaUfvfyW9kGePBtQy47ZSRmaMoDp1vugURRzH7xYFUYxAZk2StBeJNCxCh2UCCGDWKTiNuF1GFSC2SW69ycRUdnj682HidCEMDxmi4RaxUjc9PumJ6o1KhTpkurCBUsqaceoDarTYqP1g1JLKKAxvNSk7CBeba3DKM4sNsrLBXCiTn2Tp8kexEY5s2yrZgFitUBjEViNe84tdUm9Zb6PPjWs8x8cmogTWcMJb5nFrxYiPSi3UEejMQDk8XHeZwfC7Tm6evSv4ZwCxEacWBscRLKkC1Gw5cYA9TmABEQAn8KSsx29zfx5zXXgGwbhVLwpctUKTAQe1THg4c6J8mVunQJ8uyzjyfgwjwQVCzxVHRi8DLE48B1J6CzLKuv8BA2Pszr7KYhtQ1DpYgwRD5tsNJr2dqYp5UdnwsRaDdGVPJVWKaAQufYWV9QtMH4ZVaXsRhP2jrYXsirLoDCWjzG6saRFYuxzG2pzjEDqcefgifKjavrwZxFAff6P6DUhDkwFkpo7iqCPJkpuADEWKLSSgwNmVDRqnk1EVh2k5FCaba4BMzcKycJtAHcoAGeHutzK5jzJEgFMZ1XSpw9gy4EVBUEwC4p
 ,158.89,232.61496,Ujfv3QVGdnTjkkugQDB5qFowFpiq2uK32aa7efP7ptAA4dAsAamzWS1NS4kWKExYR2N781Cgi49dLmerGrH6hQZXg6xgxkyJRKJgPgq3MKrSjxECyPVtSyqmivuV5TDbsoNGQfA9yb4FLjtX9ovdYGZxz8TcESePcBHdTpUeXYRqsbkQkhNNDuF3HfWKmLFbTQTKUti4rFT4zKLKaoCr1Hq4AfEu91i5yTmxvZ14iyGkwduKrA2M54ynk5bryZqU7QiJJ1eQe4CPY8wnTgWUPniNDMzjUQLxrYZjSjJX1L8W7cVdWoMGqVdDuWv1APZokHypm2qtfoC4yFf8QWj9Phdnh3fzbUuQyk9nphXMnGKaNN6byTsZW63a1DZESwPQkY5hhhuYJuTYoGy9Gf2bdxfEgcXvppTnc4yi2AB2wo8XXsUtmH6L39nfrTfWtqiSuCZutvARjbahAjR9riZ6Xcb8JnpdUgz7ZmoRa2bwEj7pnMEd6HGdZRwDGCQn5Ezt1ZS5QEFqfTkfvz4wyiDUvDjM9knYSs2KGVim7CFvQdWtLPuiY8nkTmrrWgTyChAzFjexeYP5V9EaLDbkRRbSRinoAb9VfL9KCkSMNyA55fNkFnmzf94nF2HHfJNGvKvc2hHL73h5ERWoZ139jBH94ZFs99QnYA8zVqohtk8JYxVZfLg6KdR67DVHguNCtMwy98pdxdiHr6McFMZB7Br6RSQmnXa73bCdKZKydxxnf1vTo2MtkMRuq4QgNYgVLJxhdTL6QpR763jTpbjnVWWqe5PDQ7ghDfYC1AnqQvR7AwpVUj47ut4McE7iSUHruUxNr8jHKBUSv5xTNbqhQhGuhwgfte8otdaG8aYE8ezEHXoNiB1cbcAbuDyTjRAmmXqUw8rBxf3twUi7HqnZPGgoaTf4Qjx2nSonyQsRHJFUp2yE3donK9seHPGAHyjfG2FTCHJneEHNY2BTi4bf7E7Yw
 ,138.27,202.42728,277xcwgMLFPCeLF8yY3gQfJyxanZbB4H74CAJx8Cb2bwBd4UJ2WBvALUmMkW8R9uciUrHvm8TtSK3UGRfWnxMG1jScBSbPkGfLv5cujvTbZtgh2o9g8B4MK8SNgbJvSXgzRsWsbx7kfzqdvsUVEy7WMhKRWLzhcsRoA7cP6f263V23NNX4P1nLM3KK5XKgRfvkNEvwCrXHXtN225THRsTp6s4ErWiQPpMNz9NJ5Kz9urVeKide3oe4HjD52J7C6tBrKLkmvyS1nqxnsgTmbP9w9QV6AqV8Bi6f25TN3hpxEMBZKWiXTFWAtqDvx3zvcQKYWekXtExXyUoQ4FdYyTvZEkKSF94E4pm9ttG9PqroMBqRk6nURqBuCsFqnQntRz3XEgQdpEGW2qR91VPECxFXLvRSRi4PZ3mCzq1fJaJuycSByGiFLVy1Aqasd5wk47TGEuSmmZQCXiQw2ZYbHadPEZVoT4yazKv7CCzLB7TjSj6Wuzjn6XRwQaH4oncQq3RgE6GfPckAtD9zy5QBkPmwTDJSyahXfagXrsnLm8gGyomq8RNcutDJs1bFmNn4HwHBGcTp761HmK8h7FX4wShQ59Sy18zEzPdrv9Kuoz6tPJJw2WgHC5kU2aor4P6tejEmScy6gssXKUrV4paUz8RMQsPXRnCposTRCWUuYYjxLJSxPE68TYPRLnPRCEyfSDXxQDWpo44ohnwuv7Tc85dP36ccJPNCD4ba9qGwpfaa2jayKHzbng4Mcw5Knp7WnGugMP8nzcnoCDoZGZBvEKMCEVDWXrNkrjpPo8tUzRXVof4ybgND1x4jxcaPPHXyGgzq9kfqAiQdtkkmMcV6Mn3ATggcAWbYvhfpvh1XAidMjJC15uG4wwtaBB7QaXCVPJQefBah4QcCX2SPqFyw8VrVArfBGigQADiE5kUhCt9ug4Kkiaxj6USktwVz74nDTABwVjDEpLyxxc4UAEpiEm6tJNbs83x4rWxPjkLMyGpQKsSNYXQD6pgrn9g6ytsd9n1bfzotkuT26nyDRzv5R5g2u99767H5cjegn7SmfMyPd69YeSm7nnt1tvUQDGgtwS5PzHj3dH5xr8sg4AtvZNv2LKvdL6j8QKxfSjW7YqYTbE9MnBMQucAcettDKJjmACMsAg8TPxfaWButL74y5ZzuTjgcnGZmJGdNjzZT3ye6UfYKLn5xuKbsBsaPrw3w19tzgkY7FSYK6Wc2FefzWbnvT2Aw7y
 ,130.18,190.58352,C6jFLuMPnNqTspjvM7piu4qxiK5f8ShqzimbdWPrx944A58pFo7YR27XQDM1y7qcVmpZFRWmDnNxRfHsD6ojfVQg8EDYbx5TFiQaH54D6w9UpHsTfWHeEuaSsVtUxv5M7uB1enA4sYaG7eRCorH8FV7FHc4xDmzQLYq1c8RWd8DsUs9ezX5QXcEZESLmusvirqwjU63btqvwW7jv7momrojfmqrttEFAgwTGR99Gt8AaiyZS3AKNshJqp55mNKW4TYKMPPPBhnpFeVAsoJNSkLNUUU7ynqznkhRnkmVMzWsXVqnkeUwDN85giTJfhuTaDjBZLt4WqUAFqk6n1TEdNCWiuKS78fV6AbLLz519Ds2CGetyXzyEqPFJib8ANMhFTYChh18AeXWA8wsf7o6EETpnNKNc2jXrBDmM6uBbbYyNJ4EVm4gUigvQfCwdR81wJAc9smj5zzb49RZewCRXJN4Yx2yPr5HpQTYRWLf6YmmEGktmsTxYkhSBcnJPfmqpoVRanTWooVHCozN1DvMy5fvEioYyo5hAwGkeNjP6nWh5AvYvznrjueUheZiNQRDtSLD5RruLVQ9uAXs7fHzgRbpN2WW9zQGPkyJyo86JuaEmApXmSDfDnmCjUrzit97tU5qr8CPAQwpxatTGYAUBTHyaitokbNvaUyd1cuvPBmH7gD6o1FpWGxJD9yWDF9TR
 ,126.018,184.490352,2djGLG3xztDaQhXB8xcPL9q6rHaXCerR5urKTcZfH2yKRcGnNkP9WNrDfDX6QtEFSdKcVZjxWr9EkGF8L6n82pbJx8Df8KgStoWKRZUqVyXAYQ3GM2Whfr35CmeLFGJPdJLdZneKKUEzZGbySQhXXFTzzZve6VKdffBgbu66jc8FcxyePT1iRRRuUx1yyqbLPZ7APo58nD9Uf1s6LgYvEWqopqm5f1nQ5E66WdXKBPs31ySNVwvgUUYubtJBTvXNT8cKcfiHj8MiF83qeaNMogw53zpCL2XusfAYHJzbwCdwGa3h8kEzN7ZtEaKkYHTqBw8JNck8j6BWTZZQWtVJFnWFzpHUxwWPgCMMwAV41NcLbHQCD24UyN79b9pwpENq2j5UrLTm8EtvGNhoKeEhK78v1qGmtgHSfSznNZGjDJrfMnHrjtfRMT4v8ZSRafAs537CwjHo8zoK31QgxioxdJf6LudkuB1DMzeqw48FsKpAfqN6yhupK6Fy1moVhkj3QFcQBPxapVC7aDs1Q8pnCiXV51YUgCeAmmLC7geDH7wHQXtaAXUfFmNj721t
 ,116.673,170.809272,873uAozZGWZtbb5NskvFGM7h9uVm1VHnSnThQ4X8dwXms1DGHzGU3QjqwR6s3hXhaZgfmZjmFZaq5A3w2iaeAvMnS4fkFZFpUD8NqLEkPE1crXtNYNz8g7j96fm6ywXfQpzTk8SCo7Q6vYQbBfnzsZYVjWUhqoAh1TqruisuFJf3okNZKY5Zo8TCczvXAFuptYjsgTXcW6tQDxD719mYf5p97FPZpxeDC9amornQf19VQeEVsWeckzXqRKvZBvv6kYzg3b7bgpvwvRPNgeSMgjDSzjoPhXTQM7E9r4Z5GCuui9CyjeKueySeQ6wc966JnvKn1wfiTpxLm3nUZrcvooe11ZvuBy6ZxLsmNUzP7jnvhAXWgFu1aXx8zCU9GHG5XUU6eGk3S4z4ZLECQsMVZqFrmuaRp59DHMLL9CERvNqJiFWebcs1YMxdG3XLodsKdJqGKii6Hadakkh5aKbNAvMRGMRWYWirtZXnBrCdvg4cuzfk8eUBFsp7i4WcNb46Zszx1mstyyjwtkpXv8yXoQUv2QPbradxsyeQFex87k5zGeHJmLpXbdDieXfvEsjCef3YgeVtaWEeTQaMx8CFyPrQegot5b9nvTfUo6ryCjYYKgE4XNa7PXxNJ3x4B8jkagf9FMXPRU6Kfcqk738SbCNQDTCmwHyjjJWtnx1adTAujLU8wSJFYwWG3bzCdoDBfmcc3dARZxLMV6YpPkQ6hLZu148ZN7d1T8UuLu1gQLxAbcsVXkBpSLfP4EGu85te1BZazrF6BCVmw52V5246vzUXQm5VVPzXG3NiZRjZ2BGcnR479Z1DU9Vzvd34KQMnjMXmoxeELLAtTfeLp1musyJKURRXaRiYhK9F5Q5vAfBBU3NX8Vmtv4LJNDm8TKRVGrbkacTQnc8vGfitrw8m45CjFdbFjCvgxVuLAJ6eUgg
 ,108.006,158.120784,apzL4keWhwqapswKKRZ5rpXdjP8FRrEfJNxjRpx4SVvYyDoFnAdgNxC4kSVL1ajCAGQGLxubJV1x9Uv6MRP39JhNknMmLcvuYkq4beJgFhyhnncaGtJLCG8En8gxj6iezAjvGozMozV72T2e2hSDDmNZQgWKQMUFAFc7fLRqeQedtCzPDmYbmARZ7Nb7EmqbDxs1oVWsEg9VuzxizkCjkJgrR6XJB4ZH25JXFUBL7bYUR7dwwESgxnLEsKz9dJhiNkvajNqz4vJqeSSqJfDox8VYhmZ7reZt84Kdqf2zjbrzs1UeZ58nbmUACWkGSfUuvG1VWAN5391QaNxoyvrG8Huy4JXdJRBCgTRBPm7pYmGxu6CtEdB5ovXGV4HP1eMLjcuhciJV5fQtASYqq3gcZnYHJgk4sSmHLnXuyoL5YsSMRTVDsnczPpEZkcQi37oJZz4F9gG8mS7E7kwyTaFgSSyDb4coXRnSvDwYTZwuqDo3VDjp4S95pcmRcaJUHWGG6a4JaBhXHuvYbsc2ENXou4LDHUFcEbxarQCrx67cbAH4ZfAyEjfNuoDgm1cbeJj2KryNYiAt4NxT75WzEuL4DtDehWQeVdo9BtcTYX5iATbG61ihkgkm5YCLMzFszYCsPZGBLCEZzPN1VeX128KZQ6kpCngu5TnxaDQxDCL1aRBP5bJXwUvFc5uZBrH5wb1xerFMxmhv3bhpoqyvtPrSwDhjyoJr15iF7WahtvB6ZztJkrxvXqf6QRReSYieAwjfJ4dGXFRLY7DDrHdYkLiM7LZgEbAh4eYjQYKAAZ3127JPb8goQkZFmLC9ebUcq4Cw76QGtSES6TU6wGM8dpkE8y7bGygerS5WcJnsXWnJBQAbqD5T9c5sZLKceuHBNjMQKWdTNAtBnsfQTgK8gPpbUkCeeGjWJq5vD6pQXvEK4wMrDUqvWWiB34cyTPhLKax5cXpPpsYg9qSfVVbKMJfuFUkwQeabEZdAaJRhcmfTp468z5Bd5JoPKr4a9cqNSDGwurPWqUvEdXhRi4GaCKJBLmfdGQ5n71KhngS67CCz2mGzQ4WQaS91PjaGuNDoNMBnBc98tVfVZvPSjQ6pgphpSWcRGfb4q3yxrhbiyWt7EhMgdaKDkiJu443iWVjCLkF8YkqDzCNJsCUwYcb8J8qZfydtZBWMvCrQWk38v1DYQ5yx4742UhU5jSFTCj5r9uGvCkX3C4Vyjr2kmXvXR6XMjKLUjWhW2CWbTbZoQVDUSfPqDukfebfqDhTHwJcFDSpKBo2HsWhcpfG9QhPwh53rZAL1xq6MCCUeYnU5M3xQC
 ,100.1,146.5464,2c37RSJjfnPpUbymxRc2Js67EnpWP6vWT2CFEGWqMPa9obbjz2LkdQaTHTGwgyTYVdi2g95TGRtCC2kypi7xUWyPiPQSLRHxtT4zw6fJ13p1JZwgYPCVud1xvtJwpUYvbWLVbkS84f9f4BJtgAovCcJYzqAMvaUty7HaXeHoYqBiDamyzwRW3wDNBbsxDJKp5YkL7j9vdENk14aBoKhSnR7mfXCWcjy5KJCJTe9iMMf8MYTzo4vJQc6KCEK8WAJi71cukT
 ,97.321,142.477944,8D6pdYVRvF6PcDZZ8HXaEv1VyWmYC8VV5mfmuVPCBHLCzzjWUu6vvrpJvN8uT7rJMKzJbGmVcaDJirPFeuTV1jgk3E1sF8KYKaQjvohyXfPsZhCqhsQ8oh5c3EKbmC4DeMBBxaEzUZZFmvFwpsoGMJvhwQKpwuEQZruTwdzjUxwfFMKyNtTBbAr3Pmz6NeB5ewyj2bSFcfN791G2jKB3VENA7pncaX3bPhL6aEDJstFBELa9a7uTeevA1sjcUwTyUDfShwyM2hE1RxRrCFMfiuzcR3nJYVLEsn3Y1ge6ThjQg8H3xFpXsJ6SfXtFhX2PdnhyjMD9mtkCjM6icsqNp12R7J58HenC1fv8KpuBU7GEmQAHEFr28Gr8GKafhiTsXzjtqbiV9b78A4wtWUBgbEPfrKhV1eB3fVKPQ73Gw8xwxTLBbXLKyVHT9kcrnUPQBGij4H1oaeNz2cr7eMdwiP2aA4XjUHDnct7ZiHn243UnqP7gveBGf1fcZMYNkjiXhFCRsjMhBQtjE9gtBMNoTJd3Y9tdjYn1YcHWbKQLvj27eD4XXpSSEXodBFuhM
 ,85.351,124.953864,4ReSd69SwrHpRYhrU6RBk3ZHaCoYtufnFaygXNKD6d2w7ZQULwcQgRmVc7y1q7x6HeoKrGf7Z3aQm8VzmdZwpDQbehYMjBPRY3RXwM8R7pL7m6cAo9hJx7L7WeFnXzFrHh3FRg4Ad5vpytgUe7xdLSDeXJkHbLM6aivndMW7yVWVTcT7Urdz2wiKRs7kDcrC7JmSGtvRpttPCnmGk65YAP7cmcSjT3zNnu9dxebuFV4KCzJNQfRmhnVrfigjbaDQav4xA9CyVj5evuWZCLMKhaXh2pq8EU2NxhwbYJnACUx4A2ovPnaybSpzLnHQrYitynUWosm8achGDP3qXWJzy152UmXiQ2LKiKXjYz9LBcHGBVS82b8bT8ffKnkeRsokTm6fStaRa7EcxNc8LHZe1VcepLC7acPAxhfNccni1kgbD7UrPfr6cs48Pm9TK9fBsmhf6YmRo4yaS9QoJr3Bieqse6BuhEXom7a4VZbTESSoj9hhqcJH1MbtqQTZRfeHcf8XWtiY8SA7nxsCgASzLECKm7tG795ew8XP5UUspaTuhBdHXxz5na6EeZxmgf87yyKmGZFNoyTEgvByHoq3Vp66RLuuFrpWm5KP2zHdVmN2KQ8eB21fakQgES4tYCRN5axZZdXdMyzeuyjF4e4XEdj4MzKUyu79iLysHGaJnzMoWNuhUH8EHQAnkvTq3bxaTdkimESS9yLa7urm75HtrV3vj42TqXEK4b1jEzmeR9HTkxF5t71Y4vFphnUvTC88gausfE7Jp5LuJef84jfkXaELxowLS7pTWffTPuaJ9exWYVJE2XsaPm7PMcaF6pX2wDZERwUoY9Q7mTVNx3XGeTf2zgGDUfZdrpSVHkvs5ZuLXvqV5dYASfbbDF5dbSmqmLenos9JjdEqpwrM4qYCjrCrHrrxX4dppV7H7LAJgfEvUzbK7VxhcACx5A2vuZBvvcBHGaXmHYN5eZFhEDrF6wxToXsR94BBmZ4BiRLBuW
 ,84.305,123.42252,TGzzrsmVRmFg5J5zMRYyRD2611Zj5ZQmXUmPkq2wwVpdjTryPpb
 ,84.081,123.094584,c5XsBGdCQFXGgmpvuwhUQmfB7YdKaDrvEkpsNuNprmrbucPoMJD6RuQ9iN98H4eY7VH5sA7KKfx7rdfYFbWV52oPBW9HBStWaqLVALNaSunHY1f49nySKTZ1m5X8WFzWeas6ouEtRKyGqFpQNwJf6TCgHT363bDE8Cjoy6EDGpavxPPTxr7e8DZ4yqhNysvX3kbQ8J8b2GuDM7Th9xTCChmCLCmMPLbSM3h8zFKYZjEMGAsu1pCLx8ax5k5xeZAnQ5K1QzZtdqEpiLPEpS9KUkzBpuUua1qs1HuKENdVGsh5Mw6GmBjC42V6HUc4erNg7FHZBzjoyzSnvs7eUQgi21MgKaJmFGegqtrpM6AzxYLKVQvBUnytba6KZFWCdvxRLTqsYXDZohPfTZ5LUjbVsZ
